,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KPIs - BY ACCOUNT,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Takeda Pharmaceutical - Luis Cabrera,,,,,,,,,,,,,,
Revenue ($) , 946 , 979 , 903 , 908 , 928 , 968 , 948 , 970 , 924 , 945 , 963 , 883 , 933 ,
Growth (%) ,0.0%,3.5%,-4.5%,-4.0%,-1.9%,2.4%,0.2%,2.6%,-2.4%,-0.1%,1.7%,-6.6%,-1.4%,
Gap ($) , - , - , (3), (2), (14), (13), - , (9), (9), (16), (85), (31), (9),
Red Sites ($) , (4), (5), (16), (13), (16), (16), (8), (13), (14), (20), (93), (35), (23),
Red Sites (#) , 2 , 2 , 3 , 3 , 4 , 3 , 3 , 3 , 4 , 4 , 4 , 3 , 3 ,
Headcount, 131 , 126 , 128 , 127 , 127 , 127 , 128 , 127 , 128 , 127 , 125 , 124 , 123 ,
Separations , - , 1 , - , 2 , 1 , - , - , - , 1 , 1 , - , - , - ,
Turnover (%) ,0.0%,0.8%,0.0%,1.6%,0.8%,0.0%,0.0%,0.0%,0.8%,0.8%,0.0%,0.0%,0.0%,
CSAT , 4.51 , 4.00 , 4.04 , 4.25 , 4.38 , 4.19 , 4.29 , 4.41 , 4.25 , 4.69 , 4.69 , 4.30 , 4.42 ,
YTD Claims , - , - , - , - , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 ,
YTD Recordables , - , - , - , - , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 ,
TRIR , -   , -   , -   , -   , 5.37 , 4.28 , 3.58 , 3.07 , 2.69 , 2.39 , 2.14 , 1.97 , 1.82 ,
Tech Group - TBH,,,,,,,,,,,,,,
Revenue ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , - , - , - , - , - , (0), - , - , - , - , - , - , - ,
Red Sites ($) , - , - , - , - , - , (0), - , - , - , - , - , - , - ,
Red Sites (#) , - , - , - , - , - , 1 , - , - , - , - , - , - , - ,
Headcount, - , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Tenaya Therapeutics - TBH,,,,,,,,,,,,,,
Revenue ($) , 24 , - , - , - , 14 , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,-100.0%,-100.0%,-100.0%,-40.1%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,
Gap ($) , (0), (5), (1), (1), - , - , - , - , - , - , (0), - , - ,
Red Sites ($) , (0), (5), (1), (1), - , - , - , - , - , - , (0), - , - ,
Red Sites (#) , 1 , 1 , 1 , 1 , - , - , - , - , - , - , 1 , - , - ,
Headcount, - , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , 1 , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , 37.43 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Teva Pharmaceuticals - TBH,,,,,,,,,,,,,,
Revenue ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites (#) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Headcount, - , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Thermo Fisher - TBH,,,,,,,,,,,,,,
Revenue ($) , 43 , 48 , 46 , 47 , 45 , 48 , 47 , 45 , 43 , 47 , 52 , 49 , 48 ,
Growth (%) ,0.0%,12.3%,7.6%,9.9%,5.4%,12.3%,10.1%,5.5%,0.0%,10.6%,21.8%,14.8%,11.6%,
Gap ($) , (3), - , (4), (6), (3), (7), (3), (0), (8), (5), - , (3), (5),
Red Sites ($) , (4), (0), (4), (6), (4), (7), (5), (2), (8), (6), - , (4), (5),
Red Sites (#) , 1 , 1 , 1 , 1 , 1 , 2 , 1 , 1 , 2 , 1 , - , 1 , 2 ,
Headcount, 10 , 10 , 12 , 10 , 10 , 10 , 11 , 12 , 12 , 11 , 12 , 13 , 10 ,
Separations , - , 2 , 1 , 2 , - , 1 , - , 1 , - , - , - , - , - ,
Turnover (%) ,0.0%,20.0%,8.3%,20.0%,0.0%,10.0%,0.0%,8.3%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT , 4.00 , 4.00 , 4.00 , 4.25 , 4.00 , 4.00 , 4.13 , 4.75 , 4.50 , 4.25 , 4.00 , 4.13 , 4.19 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Zoetis - TBH,,,,,,,,,,,,,,
Revenue ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , (0), (0), (0), (0), (0), (0), (0), (0), (0), - , - , - , - ,
Red Sites ($) , (0), (0), (0), (0), (0), (0), (0), (0), (0), - , - , - , - ,
Red Sites (#) , 1 , 1 , 1 , 1 , 1 , 1 , 2 , 1 , 1 , - , - , - , - ,
Headcount, - , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Bristol Myers Squibb - Michael Barry,,,,,,,,,,,,,,
Revenue ($) , 876 , 801 , 864 , 824 , 848 , 849 , 868 , 844 , 846 , 829 , 827 , 817 , 846 ,
Growth (%) ,0.0%,-8.6%,-1.4%,-6.0%,-3.2%,-3.1%,-0.8%,-3.7%,-3.4%,-5.4%,-5.5%,-6.7%,-3.4%,
Gap ($) , (8), (19), - , (24), - , - , - , (4), - , (6), (12), (22), - ,
Red Sites ($) , (29), (25), (19), (27), (7), (9), (8), (15), (7), (18), (22), (29), (18),
Red Sites (#) , 5 , 7 , 5 , 7 , 4 , 4 , 3 , 4 , 6 , 7 , 9 , 7 , 5 ,
Headcount, 122 , 119 , 117 , 116 , 117 , 117 , 114 , 126 , 127 , 127 , 124 , 124 , 126 ,
Separations , 1 , 1 , 1 , - , - , - , - , - , 1 , 1 , 1 , - , - ,
Turnover (%) ,0.8%,0.8%,0.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.8%,0.8%,0.8%,0.0%,0.0%,
CSAT , 4.53 , 4.66 , 4.46 , 4.36 , 4.47 , 4.36 , 4.64 , 4.56 , 4.64 , 4.63 , 4.50 , 4.44 , 4.45 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
BioMarin - TBH,,,,,,,,,,,,,,
Revenue ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites (#) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Headcount, - , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Orca Bio - TBH,,,,,,,,,,,,,,
Revenue ($) , 44 , 38 , 37 , 39 , 37 , 37 , 39 , 39 , 55 , 37 , 38 , 39 , 64 ,
Growth (%) ,0.0%,-14.1%,-16.3%,-11.2%,-17.1%,-15.8%,-12.3%,-12.3%,22.9%,-17.0%,-14.7%,-11.6%,44.7%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , (2), (1), - ,
Red Sites ($) , - , - , - , - , - , - , - , - , - , - , (2), (1), (2),
Red Sites (#) , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 1 ,
Headcount, 5 , 6 , 6 , 7 , 7 , 7 , 7 , 7 , 7 , 9 , 9 , 8 , 8 ,
Separations , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - ,
Turnover (%) ,0.0%,16.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,
CSAT , 5.00 , 4.50 , 5.00 , 5.00 , 4.25 , 4.00 , 3.75 , 4.75 , 5.00 , 4.75 , 5.00 , 5.00 , 5.00 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
ProBio - TBH,,,,,,,,,,,,,,
Revenue ($) , 10 , 10 , 10 , 10 , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,
Gap ($) , - , - , - , - , - , - , - , - , (0), - , - , - , - ,
Red Sites ($) , - , - , - , - , - , - , - , - , (0), - , - , - , - ,
Red Sites (#) , - , - , - , - , - , - , - , - , 1 , - , - , - , - ,
Headcount, - , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Johnson & Johnson - Isaac Calderon,,,,,,,,,,,,,,
Revenue ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , - , (7), - , (7), - , - , (2), - , - , - , - , - , (16),
Red Sites ($) , - , - , (0), - , - , - , (0), - , - , - , - , - , - ,
Red Sites (#) , - , - , 1 , - , - , - , 2 , - , - , - , - , - , - ,
Headcount, - , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT , 5.00 , 5.00 , 4.63 , 5.00 , 5.00 ,, 5.00 , 4.25 , 5.00 , 4.50 , 4.50 , 4.50 , 5.00 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Lonza Biologics - Jacqueline Maravilla,,,,,,,,,,,,,,
Revenue ($) , 882 , 859 , 831 , 851 , 878 , 856 , 849 , 865 , 843 , 850 , 857 , 871 ," 1,483 ",
Growth (%) ,0.0%,-2.6%,-5.8%,-3.5%,-0.5%,-3.0%,-3.7%,-1.9%,-4.5%,-3.6%,-2.8%,-1.2%,68.1%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , (3),
Red Sites ($) , - , - , - , - , - , - , - , - , - , - , - , - , (3),
Red Sites (#) , - , - , - , - , - , - , - , - , - , - , - , - , 1 ,
Headcount, 82 , 82 , 85 , 86 , 84 , 85 , 87 , 87 , 85 , 85 , 84 , 83 , 82 ,
Separations , 1 , 1 , - , 1 , - , - , 1 , - , 1 , - , - , - , 1 ,
Turnover (%) ,1.2%,1.2%,0.0%,1.2%,0.0%,0.0%,1.1%,0.0%,1.2%,0.0%,0.0%,0.0%,1.2%,
CSAT , 4.69 , 4.92 , 4.95 , 4.94 , 4.92 , 4.94 , 4.90 , 4.95 , 4.95 , 4.88 , 4.95 , 5.00 , 4.95 ,
YTD Claims , 1 , - , - , - , - , - , - , 1 , 1 , 1 , 1 , 2 , 2 ,
YTD Recordables , 1 , - , - , - , - , - , - , 1 , 1 , 1 , 1 , 1 , 1 ,
TRIR , 3.87 , -   , -   , -   , -   , -   , -   , 1.83 , 1.60 , 1.43 , 1.28 , 1.17 , 1.08 ,
Sanofi - Scott Kimball,,,,,,,,,,,,,,
Revenue ($) , - ," 1,243 "," 1,229 "," 1,286 "," 1,329 "," 1,339 "," 1,303 "," 1,265 "," 1,209 "," 1,240 "," 1,269 "," 1,246 "," 1,257 ",
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , (1), (49), (49), (7), - , - , (12), - , (17), (3), (18), (15), - ,
Red Sites ($) , (1), (54), (52), (25), (19), (15), (34), (22), (37), (28), (33), (37), (18),
Red Sites (#) , 5 , 5 , 5 , 4 , 2 , 3 , 5 , 4 , 4 , 4 , 5 , 4 , 2 ,
Headcount, 179 , 203 , 200 , 214 , 211 , 208 , 201 , 196 , 194 , 191 , 193 , 190 , 188 ,
Separations , 1 , 4 , 1 , 1 , 4 , 3 , 2 , 3 , - , 2 , 2 , 1 , 1 ,
Turnover (%) ,0.6%,2.0%,0.5%,0.5%,1.9%,1.4%,1.0%,1.5%,0.0%,1.0%,1.0%,0.5%,0.5%,
CSAT ,, 5.00 , 4.04 , 4.28 , 4.09 , 4.11 , 3.97 , 4.17 , 4.23 , 4.24 , 4.11 , 3.97 , 4.16 ,
YTD Claims , - , - , - , - , 1 , 2 , 2 , 2 , 3 , 3 , 4 , 4 , 5 ,
YTD Recordables , - , - , - , - , - , 1 , 1 , 1 , 2 , 2 , 2 , 2 , 3 ,
TRIR , -   , -   , -   , -   , -   , 1.33 , 1.11 , 0.96 , 1.68 , 1.51 , 1.35 , 1.24 , 1.74 ,
MilliporeSigma - Isaac Calderon,,,,,,,,,,,,,,
Revenue ($) , 161 , 145 , 170 , 170 , 170 , 178 , 172 , 177 , 171 , 171 , 175 , 179 , 183 ,
Growth (%) ,0.0%,-9.5%,5.6%,5.6%,6.0%,10.7%,7.3%,10.1%,6.5%,6.5%,8.6%,11.3%,14.1%,
Gap ($) , - , (2), - , - , (5), (0), - , (1), - , (5), (5), - , - ,
Red Sites ($) , (0), (2), - , - , (5), (0), - , (1), - , (5), (5), - , - ,
Red Sites (#) , 1 , 1 , - , - , 1 , 1 , - , 1 , - , 1 , 1 , - , - ,
Headcount, 33 , 33 , 32 , 32 , 33 , 34 , 33 , 36 , 38 , 37 , 35 , 38 , 38 ,
Separations , 2 , 1 , 2 , 1 , - , - , 1 , - , 1 , 1 , 5 , - , 1 ,
Turnover (%) ,6.1%,3.0%,6.3%,3.1%,0.0%,0.0%,3.0%,0.0%,2.6%,2.7%,14.3%,0.0%,2.6%,
CSAT , 4.25 , 4.50 , 4.00 , 4.50 , 4.00 , 4.50 , 4.50 , 4.00 , 4.50 , 3.58 , 4.38 , 4.50 , 5.00 ,
YTD Claims , 1 , - , - , - , 1 , 1 , 1 , 1 , 1 , 2 , 2 , 2 , 2 ,
YTD Recordables , 1 , - , - , - , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 ,
TRIR , 2.95 , -   , -   , -   , 11.20 , 8.80 , 7.27 , 6.22 , 5.49 , 4.87 , 4.32 , 3.98 , 3.68 ,
Kindeva Drug Delivery - TBH,,,,,,,,,,,,,,
Revenue ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites (#) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Headcount, - , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Janssen Pharmaceuticals - TBH,,,,,,,,,,,,,,
Revenue ($) , 426 , 416 , 456 , 414 , 396 , 410 , 416 , 414 , 422 , 418 , 456 , 476 , 445 ,
Growth (%) ,0.0%,-2.3%,7.0%,-2.9%,-7.0%,-3.8%,-2.4%,-2.7%,-0.9%,-1.9%,7.0%,11.8%,4.4%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , - , - , - , - , - , - , (1), - , - , - , - , - , (16),
Red Sites (#) , - , - , - , - , - , - , 1 , - , - , - , - , - , 1 ,
Headcount, 46 , 48 , 48 , 46 , 47 , 49 , 48 , 53 , 55 , 53 , 51 , 53 , 52 ,
Separations , 2 , 2 , - , - , 2 , 1 , 2 , - , 2 , 2 , 1 , 2 , - ,
Turnover (%) ,4.3%,4.2%,0.0%,0.0%,4.3%,2.0%,4.2%,0.0%,3.6%,3.8%,2.0%,3.8%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , 3 , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , 2 , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , 4.94 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Amgen - Thomas Mahoney,,,,,,,,,,,,,,
Revenue ($) ," 1,319 "," 1,377 "," 1,374 "," 1,439 "," 1,460 "," 1,463 "," 1,414 "," 1,436 "," 1,455 "," 1,433 "," 1,500 "," 1,508 "," 1,493 ",
Growth (%) ,0.0%,4.4%,4.2%,9.2%,10.7%,11.0%,7.3%,8.9%,10.4%,8.7%,13.8%,14.4%,13.2%,
Gap ($) , (38), (0), - , - , (7), - , - , - , - , (3), - , - , (16),
Red Sites ($) , (56), (22), (10), (6), (14), (8), (5), (1), (4), (15), (12), (9), (19),
Red Sites (#) , 5 , 3 , 4 , 2 , 4 , 2 , 3 , 1 , 1 , 3 , 2 , 2 , 3 ,
Headcount, 178 , 175 , 176 , 182 , 181 , 181 , 187 , 190 , 195 , 196 , 193 , 198 , 197 ,
Separations , 3 , 1 , 3 , 3 , 1 , 3 , 1 , 4 , 2 , 2 , 8 , 3 , 4 ,
Turnover (%) ,1.7%,0.6%,1.7%,1.6%,0.6%,1.7%,0.5%,2.1%,1.0%,1.0%,4.1%,1.5%,2.0%,
CSAT , 4.06 , 4.43 , 4.33 , 4.33 , 4.23 , 4.04 , 4.38 , 4.26 , 4.31 , 4.18 , 4.24 , 4.44 , 4.30 ,
YTD Claims , 2 , - , - , - , 1 , 1 , 1 , 2 , 3 , 3 , 3 , 3 , 3 ,
YTD Recordables , 2 , - , - , - , - , - , - , 1 , 1 , 1 , 1 , 1 , 1 ,
TRIR , 1.12 , -   , -   , -   , -   , -   , -   , 0.96 , 0.84 , 0.74 , 0.66 , 0.61 , 0.56 ,
Bayer - Isaac Calderon,,,,,,,,,,,,,,
Revenue ($) , 505 , 502 , 502 , 502 , 508 , 519 , 527 , 512 , 506 , 515 , 519 , 515 , 511 ,
Growth (%) ,0.0%,-0.5%,-0.5%,-0.6%,0.7%,2.8%,4.5%,1.4%,0.3%,2.0%,2.9%,2.0%,1.3%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , (2), (2), (1), - , (0), - , (1), - , - , (2), (2), (3), (5),
Red Sites (#) , 2 , 3 , 2 , - , 1 , - , 2 , - , - , 2 , 1 , 1 , 1 ,
Headcount, 80 , 80 , 78 , 78 , 79 , 83 , 84 , 83 , 83 , 83 , 80 , 84 , 86 ,
Separations , 2 , 1 , 2 , 1 , - , 1 , 1 , - , - , 1 , 2 , 1 , 1 ,
Turnover (%) ,2.5%,1.3%,2.6%,1.3%,0.0%,1.2%,1.2%,0.0%,0.0%,1.2%,2.5%,1.2%,1.2%,
CSAT , 4.53 , 4.62 , 4.58 , 4.44 , 4.49 , 4.49 , 4.54 , 4.12 , 4.61 , 4.61 , 4.83 , 4.57 , 4.67 ,
YTD Claims , 1 , - , - , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 ,
YTD Recordables , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , 1.40 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Bluerock Therapeutics - Isaac Calderon,,,,,,,,,,,,,,
Revenue ($) , 13 , 14 , 15 , 14 , 14 , 15 , 14 , 14 , 7 , 5 , 8 , 7 , 7 ,
Growth (%) ,0.0%,9.1%,17.0%,9.1%,9.1%,15.8%,9.9%,8.4%,-47.0%,-64.7%,-36.7%,-47.0%,-43.9%,
Gap ($) , - , (0), - , - , (2), (1), - , - , (1), (3), (0), (1), (2),
Red Sites ($) , - , (0), - , - , (2), (1), - , - , (1), (3), (0), (1), (2),
Red Sites (#) , - , 1 , - , - , 1 , 1 , - , - , 1 , 1 , 1 , 1 , 1 ,
Headcount, 2 , 2 , 2 , 2 , 2 , 2 , 2 , 1 , 1 , 1 , 1 , 1 , 1 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Kenvue - Isaac Calderon,,,,,,,,,,,,,,
Revenue ($) , 90 , 127 , 123 , 139 , 142 , 134 , 68 , 52 , 70 , 73 , 70 , 82 , 86 ,
Growth (%) ,0.0%,40.8%,36.4%,54.6%,57.7%,49.5%,-24.0%,-41.6%,-21.9%,-18.5%,-22.2%,-8.2%,-4.5%,
Gap ($) , - , (3), - , (4), (10), (18), (6), (3), (8), (6), (6), (5), (9),
Red Sites ($) , (3), (12), (2), (14), (10), (18), (6), (3), (8), (6), (6), (5), (9),
Red Sites (#) , 1 , 2 , 1 , 2 , 2 , 2 , 2 , 2 , 2 , 1 , 1 , 1 , 1 ,
Headcount, 12 , 18 , 16 , 22 , 27 , 9 , 8 , 9 , 10 , 9 , 8 , 9 , 10 ,
Separations , - , - , 4 , 1 , - , - , - , - , - , 1 , - , - , - ,
Turnover (%) ,0.0%,0.0%,25.0%,4.5%,0.0%,0.0%,0.0%,0.0%,0.0%,11.1%,0.0%,0.0%,0.0%,
CSAT ,,, 5.00 , 2.25 , 5.00 , 4.25 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 3.00 , 4.50 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Brown Health University - TBH,,,,,,,,,,,,,,
Revenue ($) , - , - , - , - , - , 7 , 29 , 30 , 22 , 24 , 24 , 23 , 23 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , - , - , - , - , (0), (1), - , - , (0), - , - , - , (1),
Red Sites ($) , - , - , - , - , (0), (1), - , - , (0), - , - , - , (1),
Red Sites (#) , - , - , - , - , 1 , 1 , - , - , 1 , - , - , - , 1 ,
Headcount, - , - , - , - , 4 , 5 , 6 , 5 , 6 , 6 , 7 , 7 , 6 ,
Separations , - , - , - , - , - , - , 1 , 1 , - , 1 , - , - , 1 ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,16.7%,20.0%,0.0%,16.7%,0.0%,0.0%,16.7%,
CSAT ,,,,,,,, 5.00 , 5.00 , 5.00 , 5.00 , 4.50 ,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Bio-Rad Laboratories - Oscar Medina,,,,,,,,,,,,,,
