,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KPIs - BY ACCOUNT,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,
YTD Claims , - , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2 , 2 , 2 ,
YTD Recordables , - , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2 , 2 , 2 ,
TRIR , -   , 22.11 , 11.59 , 7.39 , 5.52 , 4.39 , 3.56 , 2.99 , 2.58 , 2.28 , 4.06 , 3.67 , 3.33 ,
Mp Mask Technology Center - Siddarth Shah,,,,,,,,,,,,,,
Revenue ($) , 53 , 51 , 54 , 53 , 50 , 55 , 53 , 53 , 53 , 53 , 54 , 52 , 51 ,
Growth (%) ,0.0%,-4.5%,1.3%,0.2%,-6.8%,2.6%,-0.8%,-0.2%,-1.4%,-1.0%,1.9%,-1.5%,-3.8%,
Gap ($) , (1), (5), (1), (1), (2), (1), - , - , - , - , - , (1), - ,
Red Sites ($) , (1), (5), (1), (1), (2), (1), - , - , - , - , - , (1), - ,
Red Sites (#) , 1 , 1 , 1 , 1 , 1 , 1 , - , - , - , - , - , 1 , - ,
Headcount, 11 , 11 , 11 , 11 , 11 , 11 , 11 , 11 , 11 , 11 , 10 , 10 , 11 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT , 4.75 , 4.75 , 4.50 , 4.75 , 4.50 , 4.75 , 4.50 , 4.25 , 4.25 , 3.75 , 4.25 , 4.38 , 4.25 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Piper Aircraft - Kimberly Wittekind,,,,,,,,,,,,,,
Revenue ($) , 46 , 42 , 22 , - , (3), - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,-8.2%,-51.4%,-100.0%,-106.3%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,
Gap ($) , (1), (4), (6), (2), (3), (1), (1), - , - , - , - , - , - ,
Red Sites ($) , (1), (4), (6), (2), (3), (1), (1), - , - , - , - , - , - ,
Red Sites (#) , 1 , 1 , 1 , 1 , 1 , 1 , 1 , - , - , - , - , - , - ,
Headcount, 11 , 11 , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Photronics - Mark Schlerf,,,,,,,,,,,,,,
Revenue ($) , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites (#) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Headcount, 3 , 3 , 3 , 3 , 3 , 3 , 3 , 3 , 3 , 1 , 1 , 1 , 1 ,
Separations , - , - , - , - , - , - , 1 , - , - , 2 , - , 1 , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,0.0%,0.0%,200.0%,0.0%,100.0%,0.0%,
CSAT , 4.75 , 4.75 , 4.75 , 4.75 , 4.75 , 4.69 , 4.83 , 4.75 , 4.25 , 3.50 , 5.00 , 4.00 , 4.63 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Hyliion - Logan Newman,,,,,,,,,,,,,,
Revenue ($) , 14 , 14 , 14 , 14 , 14 , 14 , 13 , 14 , 14 , 14 , 14 , 14 , 14 ,
Growth (%) ,0.0%,-4.7%,-4.7%,-4.7%,-4.7%,-4.7%,-7.6%,-4.7%,-4.7%,-4.7%,-4.7%,-4.7%,-4.7%,
Gap ($) , - , - , - , - , - , (0), - , - , - , - , (1), - , (0),
Red Sites ($) , - , - , - , - , - , (0), - , - , - , - , (1), - , (0),
Red Sites (#) , - , - , - , - , - , 1 , - , - , - , - , 1 , - , 1 ,
Headcount, 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,, 5.00 ,,,, 5.00 ,,,, 5.00 , 5.00 , 5.00 ,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
LAM Research - Mark Schlerf,,,,,,,,,,,,,,
Revenue ($) , 742 , 750 , 808 , 778 , 793 , 797 , 827 , 806 , 903 , 853 , 852 , 898 , 903 ,
Growth (%) ,0.0%,1.2%,8.9%,4.8%,6.9%,7.5%,11.5%,8.7%,21.8%,15.0%,14.9%,21.1%,21.8%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , - , (21), (2), (3), (1), (1), (2), - , - , - , - , (1), - ,
Red Sites (#) , - , 2 , 1 , 1 , 1 , 1 , 1 , - , - , - , - , 1 , - ,
Headcount, 86 , 85 , 84 , 85 , 87 , 86 , 86 , 87 , 86 , 90 , 92 , 91 , 92 ,
Separations , 1 , 2 , - , - , - , - , - , - , - , 2 , - , 1 , - ,
Turnover (%) ,1.2%,2.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.2%,0.0%,1.1%,0.0%,
CSAT , 4.54 , 4.83 , 4.75 , 4.67 , 4.71 , 4.63 , 4.54 , 4.46 , 4.33 , 4.50 , 4.54 , 4.33 , 4.94 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Sikorsky - Keith Deuber,,,,,,,,,,,,,,
Revenue ($) , 1 , (3), - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,-500.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,
Gap ($) , (1), (3), (1), (1), (1), (1), (0), - , - , - , - , - , - ,
Red Sites ($) , (1), (3), (1), (1), (1), (1), (0), - , - , - , - , - , - ,
Red Sites (#) , 1 , 1 , 1 , 1 , 1 , 1 , 1 , - , - , - , - , - , - ,
Headcount, - , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
DuPont - Ayesha Nasir,,,,,,,,,,,,,,
Revenue ($) , 200 , 109 , 65 , 67 , 56 , 46 , 43 , 43 , 43 , 44 , 40 , 41 , 42 ,
Growth (%) ,0.0%,-45.3%,-67.3%,-66.6%,-71.9%,-76.9%,-78.5%,-78.3%,-78.3%,-78.1%,-79.8%,-79.4%,-78.9%,
Gap ($) , - , (5), (5), (1), (2), - , - , - , - , - , - , - , - ,
Red Sites ($) , (9), (5), (7), (1), (2), (1), - , (0), - , (1), - , (1), (2),
Red Sites (#) , 2 , 3 , 2 , 2 , 2 , 1 , - , 1 , - , 1 , - , 1 , 1 ,
Headcount, 37 , 20 , 18 , 18 , 15 , 14 , 14 , 13 , 14 , 13 , 13 , 12 , 10 ,
Separations , 2 , 2 , 3 , 1 , 1 , - , 2 , 2 , - , - , 1 , - , 2 ,
Turnover (%) ,5.4%,10.0%,16.7%,5.6%,6.7%,0.0%,14.3%,15.4%,0.0%,0.0%,7.7%,0.0%,20.0%,
CSAT , 4.50 , 4.88 , 4.63 , 4.69 , 4.38 , 4.75 , 4.63 , 4.75 , 5.00 , 4.63 , 4.75 , 5.00 , 4.63 ,
YTD Claims , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , 3.19 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
United Technologies - TBH,,,,,,,,,,,,,,
Revenue ($) , 365 , 375 , 369 , 372 , 355 , 328 , 335 , 322 , 321 , 320 , 320 , 317 , 318 ,
Growth (%) ,0.0%,2.7%,1.0%,1.9%,-2.7%,-10.3%,-8.4%,-11.8%,-12.2%,-12.5%,-12.3%,-13.2%,-13.1%,
Gap ($) , (6), - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , (16), (5), (5), (9), (3), (5), (4), (4), (5), (4), (4), (9), (2),
Red Sites (#) , 3 , 4 , 2 , 2 , 2 , 2 , 3 , 2 , 4 , 2 , 2 , 3 , 2 ,
Headcount, 52 , 51 , 52 , 53 , 53 , 46 , 48 , 42 , 44 , 46 , 45 , 46 , 44 ,
Separations , 2 , 3 , 3 , 1 , 5 , 3 , 3 , 7 , 2 , 2 , 2 , 1 , - ,
Turnover (%) ,3.8%,5.9%,5.8%,1.9%,9.4%,6.5%,6.3%,16.7%,4.5%,4.3%,4.4%,2.2%,0.0%,
CSAT , 3.69 , 4.31 , 4.58 , 4.42 , 4.50 , 4.56 , 4.50 , 4.60 , 4.41 , 4.44 , 4.50 , 4.50 , 4.67 ,
YTD Claims , 2 , - , - , - , - , - , - , - , 1 , 1 , 2 , 3 , 4 ,
YTD Recordables , 2 , - , - , - , - , - , - , - , - , - , 1 , 2 , 3 ,
TRIR , 2.85 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2.45 , 4.41 , 6.10 ,
Westinghouse - Ayesha Nasir,,,,,,,,,,,,,,
Revenue ($) , 264 , 278 , 274 , 276 , 296 , 297 , 298 , 300 , 312 , 324 , 323 , 327 , 327 ,
Growth (%) ,0.0%,5.2%,3.9%,4.5%,12.0%,12.6%,12.7%,13.7%,18.2%,22.6%,22.5%,23.8%,23.7%,
Gap ($) , - , - , - , (11), - , - , - , - , - , - , - , - , - ,
Red Sites ($) , - , (0), - , (13), (2), (2), (2), (2), (2), - , - , - , (1),
Red Sites (#) , - , 1 , - , 3 , 1 , 1 , 2 , 1 , 1 , - , - , - , 1 ,
Headcount, 44 , 44 , 48 , 51 , 52 , 51 , 52 , 51 , 51 , 52 , 58 , 53 , 56 ,
Separations , 3 , - , - , 1 , - , 1 , 1 , 2 , 2 , 1 , 1 , 2 , 2 ,
Turnover (%) ,6.8%,0.0%,0.0%,2.0%,0.0%,2.0%,1.9%,3.9%,3.9%,1.9%,1.7%,3.8%,3.6%,
CSAT , 4.66 , 4.38 , 4.80 , 4.64 , 4.39 , 4.64 , 4.52 , 4.84 , 4.81 , 4.88 , 4.66 , 4.63 , 4.63 ,
YTD Claims , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 1 ,
YTD Recordables , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 1 ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3.04 , 2.70 , 2.47 , 2.25 ,
GE Power - Logan Newman,,,,,,,,,,,,,,
Revenue ($) , 106 , 110 , 105 , 105 , 105 , 105 , 105 , 105 , 105 , 42 , 105 , 109 , 109 ,
Growth (%) ,0.0%,4.2%,-0.8%,-0.8%,-0.8%,-0.8%,-0.8%,-0.8%,-0.8%,-60.6%,-0.8%,2.9%,3.4%,
Gap ($) , - , - , - , - , - , - , - , - , (3), - , (2), - , - ,
Red Sites ($) , - , - , - , - , - , - , - , - , (3), - , (2), - , - ,
Red Sites (#) , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - ,
Headcount, 15 , 16 , 15 , 16 , 14 , 14 , 18 , 14 , 19 , 18 , 19 , 19 , 18 ,
Separations , - , 1 , 1 , 2 , 3 , 2 , 2 , 2 , 5 , 3 , 1 , - , 1 ,
Turnover (%) ,0.0%,6.3%,6.7%,12.5%,21.4%,14.3%,11.1%,14.3%,26.3%,16.7%,5.3%,0.0%,5.6%,
CSAT , 4.38 , 3.88 , 4.50 ,, 4.50 , 4.25 ,, 4.30 , 2.33 , 3.75 , 3.71 , 3.81 , 4.50 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Lockheed Martin - Benjamin Ehrenberg,,,,,,,,,,,,,,
Revenue ($) , 928 , 955 , 951 , 948 , 940 , 942 , 944 , 999 ," 1,004 "," 1,004 ", 988 , 968 , 968 ,
Growth (%) ,0.0%,3.0%,2.5%,2.1%,1.3%,1.5%,1.8%,7.7%,8.2%,8.2%,6.5%,4.3%,4.3%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , (1), (2), (10), (13), (5), (23), (3), (26), (22), (8), (8), (13), (9),
Red Sites (#) , 3 , 3 , 2 , 2 , 2 , 3 , 3 , 3 , 3 , 2 , 4 , 4 , 2 ,
Headcount, 132 , 132 , 130 , 130 , 132 , 133 , 140 , 141 , 141 , 143 , 140 , 141 , 140 ,
Separations , - , 1 , 3 , 2 , - , - , 5 , 2 , 1 , - , 4 , 1 , 1 ,
Turnover (%) ,0.0%,0.8%,2.3%,1.5%,0.0%,0.0%,3.6%,1.4%,0.7%,0.0%,2.9%,0.7%,0.7%,
CSAT , 4.75 , 4.63 , 4.77 , 4.68 , 4.58 , 4.69 , 4.68 , 4.94 , 4.75 , 4.81 , 4.70 , 4.75 , 4.85 ,
YTD Claims , 2 , - , - , - , - , - , 1 , 1 , 2 , 2 , 2 , 2 , 2 ,
YTD Recordables , - , - , - , - , - , - , 1 , 1 , 2 , 2 , 2 , 2 , 2 ,
TRIR , -   , -   , -   , -   , -   , -   , 1.68 , 1.43 , 2.50 , 2.20 , 1.96 , 1.80 , 1.66 ,
Parsons Corporation - Benjamin Ehrenberg,,,,,,,,,,,,,,
Revenue ($) , 4 , 4 , 4 , 4 , 4 , 4 , 4 , 4 , 4 , 4 , 4 , 4 , 4 ,
Growth (%) ,0.0%,7.7%,7.7%,7.7%,7.7%,7.7%,7.7%,7.7%,7.7%,7.7%,7.7%,7.7%,7.7%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites (#) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Headcount, - , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
3M Corp - Aaron Simpson,,,,,,,,,,,,,,
Revenue ($) , 3 , 4 , 4 , 4 , 4 , 4 , 5 , 4 , 4 , 4 , 4 , 4 , 4 ,
Growth (%) ,0.0%,42.9%,42.9%,42.9%,42.9%,42.9%,64.0%,42.9%,42.9%,42.9%,42.9%,42.9%,42.9%,
Gap ($) , - , - , (2), (2), (2), (2), (2), (4), (1), (3), (1), (1), (2),
Red Sites ($) , - , - , (2), (2), (2), (2), (2), (4), (1), (3), (1), (1), (2),
Red Sites (#) , - , - , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 ,
Headcount, 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 1 , 2 , 1 , 1 , 1 ,
Separations , - , - , - , - , - , - , - , - , 1 , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,, 5.00 , 4.75 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 4.00 , 4.00 , 5.00 , 5.00 , 4.00 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Altera - Jeremy Johnson,,,,,,,,,,,,,,
Revenue ($) ,, 86 , 86 , 88 , 84 , 88 , 107 , 109 , 105 , 114 , 124 , 107 , 107 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , - , - , - , (0), - , - , - , - , - , - , - ,
Red Sites ($) ,, - , - , - , - , (0), - , - , - , - , - , - , - ,
Red Sites (#) ,, - , - , - , - , 1 , - , - , - , - , - , - , - ,
Headcount,, 8 , 8 , 8 , 8 , 7 , 8 , 9 , 9 , 11 , 9 , 10 , 11 ,
Separations ,, - , - , - , - , - , - , 1 , - , - , 2 , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,11.1%,0.0%,0.0%,22.2%,0.0%,0.0%,
CSAT ,, 4.50 , 4.50 , 4.50 , 3.50 , 4.50 , 4.25 , 4.25 , 4.25 , 4.25 , 4.25 , 3.75 , 4.25 ,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Ball Corporation - Aaron Simpson,,,,,,,,,,,,,,
Revenue ($) ,, - , - , - , - , 243 , 244 , 242 , 257 , 249 , 245 , 243 , 246 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , - , - , - , - , (16), - , - , (1), - , (2), - ,
Red Sites ($) ,, - , - , - , (0), (21), (35), (13), (11), (16), (11), (11), (10),
Red Sites (#) ,, - , - , - , 2 , 5 , 13 , 11 , 10 , 10 , 8 , 9 , 7 ,
Headcount,, - , - , - , - , 42 , 36 , 37 , 39 , 41 , 42 , 43 , 43 ,
Separations ,, - , - , - , - , 7 , 1 , 2 , 1 , 2 , 3 , 2 , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,16.7%,2.8%,5.4%,2.6%,4.9%,7.1%,4.7%,0.0%,
CSAT ,,,,,, 4.17 , 4.35 , 4.21 , 4.36 , 4.23 , 4.51 , 4.23 , 4.22 ,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
W.L. Gore - TBH,,,,,,,,,,,,,,
Revenue ($) ,, - , - , - , - , - , 36 , 38 , 39 , 41 , 41 , 39 , 39 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , - , - , - , - , (2), (3), - , (0), (3), (4), (6),
Red Sites ($) ,, - , - , - , - , - , (2), (3), - , (0), (3), (4), (6),
Red Sites (#) ,, - , - , - , - , - , 1 , 1 , - , 1 , 1 , 1 , 1 ,
Headcount,, - , - , - , - , 4 , 4 , 4 , 4 , 5 , 5 , 5 , 5 ,
Separations ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,, 4.00 , 3.50 ,,,,,,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Rolls Royce - TBH,,,,,,,,,,,,,,
Revenue ($) , 217 , 43 , - , - , - , - , (1), - , (47), (3), - , - , - ,
Growth (%) ,0.0%,-80.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.5%,-100.0%,-121.6%,-101.5%,-100.0%,-100.0%,-100.0%,
Gap ($) , - , (0), (2), (1), (1), (1), (1), - , - , (3), - , - , - ,
Red Sites ($) , (6), (0), (2), (1), (1), (1), (1), - , (0), (3), (0), - , - ,
Red Sites (#) , 4 , 2 , 3 , 2 , 2 , 2 , 2 , - , 1 , 1 , 1 , - , - ,
Headcount, 6 , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , 3 , 2 , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT , 4.83 ,,,,,,,,,,,,,
YTD Claims , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , 2.77 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Fanatics - TBH,,,,,,,,,,,,,,
Revenue ($) ,, - , - , - , - , - , - , - , - , 20 , 20 , 20 , 20 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , - , - , - , - , - , - , (0), - , - , - , - ,
Red Sites ($) ,, - , - , - , - , - , - , - , (0), - , - , - , - ,
Red Sites (#) ,, - , - , - , - , - , - , - , 1 , - , - , - , - ,
Headcount,, - , - , - , - , - , - , - , 6 , 6 , 6 , 7 , 5 ,
Separations ,, - , - , - , - , - , - , - , - , - , 1 , - , 2 ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,16.7%,0.0%,40.0%,
CSAT ,,,,,,,,,, 4.25 , 4.00 , 4.00 ,,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Mars - Aaron Simpson,,,,,,,,,,,,,,
Revenue ($) , 935 , 897 , 894 , 870 , 878 , 889 ," 1,003 ", 850 , 844 , 819 , 829 , 776 , 739 ,
Growth (%) ,0.0%,-4.0%,-4.4%,-6.9%,-6.0%,-4.9%,7.3%,-9.0%,-9.7%,-12.3%,-11.3%,-16.9%,-21.0%,
Gap ($) , (11), (41), (23), (45), (40), - , (20), (19), (88), (50), (48), (58), (41),
Red Sites ($) , (61), (79), (68), (82), (69), (42), (61), (57), (98), (73), (75), (77), (58),
Red Sites (#) , 11 , 11 , 11 , 12 , 13 , 10 , 13 , 12 , 15 , 14 , 13 , 13 , 14 ,
Headcount, 178 , 173 , 159 , 154 , 153 , 158 , 161 , 159 , 160 , 162 , 161 , 160 , 157 ,
Separations , 10 , 6 , 10 , 6 , 10 , 9 , 12 , 6 , 4 , 9 , 7 , 4 , 7 ,
Turnover (%) ,5.6%,3.5%,6.3%,3.9%,6.5%,5.7%,7.5%,3.8%,2.5%,5.6%,4.3%,2.5%,4.5%,
CSAT , 4.43 , 4.40 , 4.31 , 4.33 , 4.28 , 4.41 , 4.14 , 3.98 , 4.22 , 4.25 , 4.01 , 4.17 , 4.29 ,
YTD Claims , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , 1.14 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Procter & Gamble Company - Nicholas Trenkamp,,,,,,,,,,,,,,
Revenue ($) , 892 , 804 , 765 , 819 , 817 , 823 , 864 , 799 , 797 , 806 , 815 , 759 , 733 ,
Growth (%) ,0.0%,-9.9%,-14.3%,-8.2%,-8.4%,-7.7%,-3.1%,-10.5%,-10.6%,-9.7%,-8.7%,-14.9%,-17.8%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , - , - , - , - , (4), (4), (2), - , - , - , - , - , - ,
Red Sites (#) , - , - , - , - , 1 , 1 , 1 , - , - , - , - , - , - ,
Headcount, 125 , 126 , 121 , 120 , 117 , 116 , 118 , 118 , 118 , 117 , 113 , 113 , 113 ,
Separations , 2 , 3 , 2 , 1 , 3 , 1 , - , 2 , - , 1 , 2 , - , 2 ,
Turnover (%) ,1.6%,2.4%,1.7%,0.8%,2.6%,0.9%,0.0%,1.7%,0.0%,0.9%,1.8%,0.0%,1.8%,
CSAT , 4.20 , 4.30 , 4.25 , 4.05 , 4.30 , 4.40 , 4.40 , 4.28 , 4.35 , 4.50 , 4.45 , 4.38 , 4.35 ,
YTD Claims , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 1 ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Textron Aviation - Kyle Wallace,,,,,,,,,,,,,,
Revenue ($) ," 1,563 "," 1,412 "," 1,437 "," 1,362 "," 1,307 "," 1,327 "," 1,387 "," 1,373 "," 1,372 "," 1,343 "," 1,361 "," 1,337 "," 1,504 ",
Growth (%) ,0.0%,-9.7%,-8.1%,-12.9%,-16.4%,-15.1%,-11.3%,-12.1%,-12.2%,-14.1%,-12.9%,-14.5%,-3.8%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , (13), (17), (9), (11), (4), (7), (13), (10), (10), (6), (5), (5), (6),
Red Sites (#) , 9 , 8 , 6 , 7 , 6 , 7 , 8 , 6 , 7 , 3 , 6 , 2 , 3 ,
Headcount, 228 , 213 , 210 , 214 , 214 , 210 , 211 , 217 , 218 , 218 , 211 , 211 , 207 ,
Separations , 3 , 2 , 3 , 3 , 1 , 6 , 8 , 2 , 2 , 3 , 3 , 3 , 4 ,
